ano_chegada,clube,jogador,setor,faixa_do_clube,fronteira,clube_antes,minutos_antes,minutos,jogos,permanencia,aprovado_perfil_completo,aprovado_fisico,aprovado_duelo_corpo,aprovado_estilo_tecnico,aprovado_minutagem,indicadores_com_dado
2025,Goiás,Luiz Felipe,Zaga,Meio,True,Ponte Preta,980.0,889.0,11.0,0.0,False,False,False,False,False,6
2025,Goiás,E. Garcia,Extremo,Meio,True,Paysandu,1763.0,338.0,11.0,100.0,False,False,False,False,False,6
2025,Novorizontino,Matheus Frizzo,Meia,Meio,True,Coritiba,2382.0,2403.0,34.0,0.0,False,False,False,False,True,6
2025,Novorizontino,Robson,Atacante,Meio,True,Coritiba,1445.0,1592.0,24.0,100.0,True,,True,True,False,4
2025,Novorizontino,Rômulo,Meia,Meio,True,CRB,1056.0,1055.0,16.0,100.0,False,False,False,False,False,6
2025,Novorizontino,Raí Ramos,Lateral,Meio,True,Ceará,1298.0,1005.0,14.0,0.0,False,True,True,False,False,6
2025,Novorizontino,Patrick Brey,Lateral,Meio,True,Botafogo-SP,2198.0,959.0,14.0,0.0,False,False,False,False,True,6
2025,Novorizontino,Caio Dantas,Atacante,Meio,True,Guarani,3111.0,936.0,16.0,0.0,False,False,True,False,True,6
2025,Operário-PR,Miranda,Zaga,Meio,False,Amazonas,2685.0,2379.0,24.0,100.0,False,False,False,True,False,5
2025,Operário-PR,Kleiton,Extremo,Meio,False,CRB,1123.0,609.0,15.0,0.0,False,False,False,False,True,6
2025,Operário-PR,Ryan,Zaga,Meio,False,CRB,1278.0,124.0,2.0,0.0,False,False,False,True,False,6
2025,Paysandu,Reverson,Lateral,Cai,False,Novorizontino,2404.0,2761.0,32.0,0.0,False,False,False,True,True,6
2025,Paysandu,Maurício Garcez,Meia,Cai,False,Avaí,2570.0,2046.0,22.0,0.0,False,False,False,False,False,6
2025,Paysandu,Thalisson,Zaga,Cai,False,Coritiba,1033.0,2039.0,21.0,0.0,False,True,False,False,False,5
2025,Paysandu,Maurício Antônio,Zaga,Cai,False,Coritiba,2110.0,1342.0,15.0,0.0,False,False,True,True,False,5
2025,Paysandu,Anderson Leite,Volante,Cai,False,Guarani,1211.0,1199.0,16.0,0.0,False,False,True,True,False,6
2025,Paysandu,Dudu Vieira,Meia,Cai,False,Ponte Preta,1084.0,516.0,10.0,0.0,False,False,False,False,False,6
2025,Paysandu,Ramon,Meia,Cai,False,Ponte Preta,1156.0,329.0,7.0,0.0,False,False,False,True,False,6
2025,Remo,Pedro Rocha,Extremo,Sobe,True,Ponte Preta,3257.0,2972.0,32.0,0.0,False,,True,False,False,4
2025,Remo,Pedro Castro,Meia,Sobe,True,Avaí,2137.0,1692.0,28.0,0.0,False,False,True,True,False,6
2025,Remo,Maxwell,Extremo,Sobe,True,Operário-PR,1915.0,154.0,5.0,0.0,False,False,False,True,False,6
2025,Vila Nova,João Vieira,Volante,Meio,False,Paysandu,3364.0,3244.0,36.0,100.0,False,True,False,False,False,6
2025,Vila Nova,Tiago Pagnussat,Zaga,Meio,False,Avaí,3296.0,3022.0,33.0,100.0,False,False,False,True,False,5
2025,Vila Nova,Willian Formiga,Lateral,Meio,False,CRB,1469.0,2750.0,29.0,100.0,False,False,False,True,False,6
2025,Vila Nova,Bernardo Schappo,Zaga,Meio,False,Botafogo-SP,2563.0,1210.0,12.0,0.0,False,False,False,True,True,5
2025,Vila Nova,Vinícius Paiva,Meia,Meio,False,Ituano,2660.0,1044.0,24.0,0.0,False,True,True,False,False,6
2025,Vila Nova,Bruno Xavier,Extremo,Meio,False,Ituano,1806.0,890.0,17.0,100.0,False,False,False,False,False,6
2025,Vila Nova,Ruan Ribeiro,Atacante,Meio,False,Paysandu,1235.0,733.0,18.0,100.0,False,True,False,False,False,6
2025,Vila Nova,Igor Inocêncio,Lateral,Meio,False,Ponte Preta,2674.0,234.0,6.0,0.0,False,False,False,False,True,6
2025,Volta Redonda,Lucas Adell,Zaga,Cai,False,Guarani,1407.0,1458.0,17.0,0.0,False,False,False,False,False,5
2025,Volta Redonda,Jefferson Paulino,Goleiro,Cai,False,Ituano,3203.0,1394.0,14.0,0.0,False,,True,False,True,4
2025,Volta Redonda,Wellington Silva,Lateral,Cai,False,Sport,1041.0,1282.0,20.0,0.0,False,False,False,False,False,6
2025,Volta Redonda,Luciano Naninho,Meia,Cai,False,Vila Nova,977.0,164.0,5.0,0.0,False,False,True,True,False,6
2025,Volta Redonda,Matheus Costa,Extremo,Cai,False,Botafogo-SP,1775.0,56.0,3.0,0.0,False,True,False,False,False,5
